x,y,radius,brightness
696,73,0.36,239
697,73,0.37,241
698,73,0.39,241
699,73,0.4,242
700,73,0.35,241
701,73,0.35,239
702,73,0.4,243
703,73,0.38,243
704,73,0.4,240
707,73,0.4,241
708,73,0.4,243
709,73,0.4,242
710,73,0.4,242
711,73,0.4,241
712,73,0.4,242
713,73,0.34,240
714,73,0.4,245
715,73,0.37,242
716,73,0.4,241
718,73,0.4,239
719,73,0.4,244
720,73,0.4,244
721,73,0.35,244
998,73,0.39,241
999,73,0.35,243
1000,73,0.36,242
1007,73,0.38,239
1008,73,0.39,242
1018,73,0.4,244
1019,73,0.4,241
1020,73,0.39,241
1021,73,0.4,239
2,74,0.33,241
3,74,0.38,243
5,74,0.34,241
6,74,0.4,236
39,74,0.39,239
40,74,0.33,240
41,74,0.34,243
42,74,0.4,240
43,74,0.37,239
45,74,0.4,239
61,74,0.4,240
63,74,0.4,240
64,74,0.4,243
86,74,0.38,240
87,74,0.34,241
88,74,0.33,243
100,74,0.36,244
130,74,0.4,241
137,74,0.4,241
138,74,0.4,241
139,74,0.39,240
160,74,0.36,239
161,74,0.37,242
189,74,0.33,240
190,74,0.37,244
191,74,0.4,244
196,74,0.4,241
198,74,0.4,239
199,74,0.4,241
228,74,0.4,241
229,74,0.4,244
244,74,0.4,239
247,74,0.4,241
248,74,0.38,243
268,74,0.36,240
269,74,0.36,243
284,74,0.4,239
304,74,0.35,240
305,74,0.35,240
313,74,0.4,242
314,74,0.33,241
315,74,0.38,237
316,74,0.36,238
317,74,0.34,241
318,74,0.4,244
325,74,0.4,246
326,74,0.4,240
327,74,0.4,241
328,74,0.38,240
342,74,0.34,240
343,74,0.4,240
344,74,0.35,239
345,74,0.38,242
346,74,0.4,240
354,74,0.35,237
673,74,0.37,239
674,74,0.33,236
675,74,0.34,240
677,74,0.4,239
682,74,0.4,239
683,74,0.4,240
684,74,0.37,241
685,74,0.35,238
686,74,0.4,243
687,74,0.39,240
690,74,0.37,240
691,74,0.35,236
694,74,0.4,242
696,74,0.4,238
703,74,0.36,241
704,74,0.4,243
705,74,0.36,242
706,74,0.4,240
707,74,0.38,242
708,74,0.38,240
709,74,0.37,240
710,74,0.35,239
711,74,0.4,240
712,74,0.4,240
713,74,0.4,244
717,74,0.34,243
718,74,0.37,239
721,74,0.35,240
722,74,0.4,242
723,74,0.4,242
725,74,0.35,239
726,74,0.39,238
727,74,0.36,243
998,74,0.38,242
1008,74,0.4,237
1009,74,0.35,240
1020,74,0.34,241
1021,74,0.36,241
1022,74,0.4,243
6,75,0.35,239
34,75,0.35,243
38,75,0.34,246
39,75,0.4,241
40,75,0.34,240
41,75,0.32,237
42,75,0.4,242
60,75,0.36,240
61,75,0.37,240
62,75,0.4,240
63,75,0.34,242
86,75,0.39,240
87,75,0.38,241
99,75,0.36,243
100,75,0.4,243
101,75,0.36,239
128,75,0.34,240
130,75,0.4,241
131,75,0.38,240
136,75,0.39,245
137,75,0.39,242
138,75,0.4,240
158,75,0.4,242
194,75,0.4,240
196,75,0.38,239
197,75,0.39,242
198,75,0.36,240
199,75,0.4,243
225,75,0.4,241
226,75,0.37,243
227,75,0.4,240
228,75,0.34,242
244,75,0.38,240
246,75,0.37,238
247,75,0.4,238
265,75,0.4,245
266,75,0.35,242
267,75,0.4,240
268,75,0.38,241
280,75,0.4,242
281,75,0.4,239
282,75,0.33,240
283,75,0.4,240
284,75,0.35,242
302,75,0.35,241
303,75,0.4,241
309,75,0.38,243
310,75,0.37,240
311,75,0.35,243
312,75,0.4,243
314,75,0.4,242
323,75,0.4,239
324,75,0.4,240
325,75,0.34,240
326,75,0.4,241
327,75,0.34,242
339,75,0.4,240
341,75,0.35,240
342,75,0.39,241
343,75,0.4,240
344,75,0.34,240
346,75,0.4,241
347,75,0.37,245
350,75,0.39,242
352,75,0.4,236
353,75,0.4,242
354,75,0.4,242
671,75,0.4,239
672,75,0.37,240
673,75,0.4,241
675,75,0.37,241
676,75,0.4,242
677,75,0.38,240
678,75,0.4,241
679,75,0.34,241
683,75,0.33,239
684,75,0.4,238
694,75,0.4,243
708,75,0.4,242
709,75,0.38,240
710,75,0.4,242
711,75,0.4,240
712,75,0.33,241
721,75,0.4,243
722,75,0.33,241
723,75,0.37,240
724,75,0.4,241
726,75,0.4,240
727,75,0.4,242
998,75,0.4,242
999,75,0.39,241
1008,75,0.4,242
1009,75,0.37,242
1021,75,0.38,240
1022,75,0.33,241
1023,75,0.35,236
6,76,0.4,237
7,76,0.33,237
8,76,0.37,237
11,76,0.36,239
32,76,0.34,241
33,76,0.4,242
34,76,0.39,242
37,76,0.36,239
58,76,0.4,243
59,76,0.4,242
60,76,0.37,242
61,76,0.4,237
62,76,0.4,242
84,76,0.38,246
86,76,0.39,242
99,76,0.38,239
100,76,0.38,241
134,76,0.4,242
135,76,0.37,243
136,76,0.36,241
157,76,0.34,241
186,76,0.39,244
187,76,0.33,244
194,76,0.4,241
195,76,0.36,242
196,76,0.35,241
224,76,0.4,243
225,76,0.34,238
226,76,0.4,242
228,76,0.4,241
244,76,0.4,241
246,76,0.4,241
263,76,0.4,239
266,76,0.37,244
267,76,0.38,240
278,76,0.4,242
280,76,0.4,244
281,76,0.36,240
282,76,0.4,241
300,76,0.4,241
301,76,0.4,243
302,76,0.36,241
303,76,0.38,240
309,76,0.4,239
310,76,0.35,238
311,76,0.39,241
320,76,0.33,243
322,76,0.37,241
323,76,0.4,239
339,76,0.4,239
341,76,0.39,238
342,76,0.39,238
343,76,0.4,237
344,76,0.33,238
346,76,0.4,241
347,76,0.4,242
348,76,0.36,242
350,76,0.4,240
351,76,0.33,243
352,76,0.4,241
353,76,0.4,240
668,76,0.4,240
669,76,0.34,241
670,76,0.36,239
671,76,0.35,241
672,76,0.4,239
673,76,0.36,244
674,76,0.4,240
677,76,0.4,239
678,76,0.36,242
707,76,0.35,243
710,76,0.34,238
711,76,0.4,240
715,76,0.37,241
728,76,0.34,238
729,76,0.37,242
998,76,0.4,240
999,76,0.39,241
1009,76,0.4,242
1010,76,0.4,240
1021,76,0.37,237
1022,76,0.38,243
1023,76,0.4,240
10,77,0.37,240
11,77,0.38,240
12,77,0.33,244
13,77,0.4,242
14,77,0.33,239
15,77,0.4,238
17,77,0.39,244
19,77,0.38,244
20,77,0.4,242
21,77,0.36,237
23,77,0.4,243
24,77,0.4,245
25,77,0.35,241
30,77,0.39,237
31,77,0.4,241
32,77,0.34,240
60,77,0.35,241
61,77,0.38,243
81,77,0.4,242
82,77,0.39,241
83,77,0.4,241
98,77,0.4,245
99,77,0.33,242
127,77,0.35,239
128,77,0.4,241
129,77,0.34,240
130,77,0.35,240
135,77,0.4,243
136,77,0.4,240
156,77,0.33,243
157,77,0.4,242
184,77,0.36,239
185,77,0.33,239
186,77,0.4,242
192,77,0.4,243
193,77,0.36,242
194,77,0.33,240
221,77,0.4,242
222,77,0.4,243
223,77,0.39,240
224,77,0.4,239
242,77,0.4,242
243,77,0.34,240
244,77,0.37,241
262,77,0.39,237
277,77,0.39,244
278,77,0.33,240
281,77,0.4,240
300,77,0.4,242
301,77,0.4,239
302,77,0.4,240
303,77,0.4,242
304,77,0.4,240
314,77,0.36,241
315,77,0.39,241
320,77,0.4,238
321,77,0.35,242
322,77,0.34,242
333,77,0.37,243
334,77,0.36,242
335,77,0.4,243
336,77,0.4,242
337,77,0.4,241
338,77,0.35,243
339,77,0.4,239
341,77,0.39,243
343,77,0.37,242
344,77,0.4,243
345,77,0.36,241
348,77,0.4,242
349,77,0.37,239
350,77,0.36,240
664,77,0.34,241
665,77,0.39,244
666,77,0.4,241
667,77,0.4,240
668,77,0.4,239
670,77,0.4,241
671,77,0.4,241
684,77,0.39,241
685,77,0.39,242
686,77,0.4,242
687,77,0.4,241
688,77,0.39,242
693,77,0.4,245
698,77,0.4,243
711,77,0.35,241
712,77,0.38,243
713,77,0.36,239
714,77,0.39,243
715,77,0.4,243
716,77,0.37,240
717,77,0.4,242
728,77,0.4,243
729,77,0.4,241
730,77,0.4,238
731,77,0.4,237
733,77,0.39,241
999,77,0.34,238
1009,77,0.4,240
1010,77,0.33,240
1023,77,0.34,245
12,78,0.39,241
13,78,0.4,241
17,78,0.4,240
18,78,0.34,241
19,78,0.36,242
20,78,0.4,242
21,78,0.4,242
22,78,0.4,237
24,78,0.37,242
25,78,0.34,238
26,78,0.4,241
27,78,0.4,241
28,78,0.4,242
29,78,0.36,243
30,78,0.4,241
55,78,0.4,239
56,78,0.35,242
57,78,0.35,241
58,78,0.4,239
81,78,0.37,243
98,78,0.39,242
127,78,0.4,241
154,78,0.4,242
155,78,0.4,243
183,78,0.4,240
184,78,0.38,240
185,78,0.34,240
189,78,0.36,244
190,78,0.4,242
191,78,0.37,242
192,78,0.4,241
193,78,0.33,243
218,78,0.34,240
242,78,0.4,241
244,78,0.33,241
261,78,0.37,241
262,78,0.4,242
274,78,0.4,241
296,78,0.39,242
298,78,0.4,240
299,78,0.4,243
300,78,0.4,242
302,78,0.39,240
303,78,0.34,236
304,78,0.4,236
305,78,0.4,241
306,78,0.35,241
307,78,0.35,239
308,78,0.34,243
312,78,0.39,238
313,78,0.4,243
316,78,0.4,238
317,78,0.34,242
332,78,0.4,243
336,78,0.34,245
341,78,0.4,242
659,78,0.34,241
661,78,0.38,238
664,78,0.36,243
668,78,0.33,240
669,78,0.4,241
679,78,0.4,243
680,78,0.4,238
684,78,0.4,243
685,78,0.4,241
686,78,0.37,241
687,78,0.4,243
688,78,0.35,240
689,78,0.36,240
690,78,0.38,243
693,78,0.33,239
694,78,0.4,239
695,78,0.34,244
696,78,0.34,247
698,78,0.39,241
699,78,0.4,241
700,78,0.33,239
701,78,0.4,241
714,78,0.4,240
716,78,0.4,239
717,78,0.4,240
733,78,0.33,244
734,78,0.33,243
735,78,0.4,241
736,78,0.4,238
999,78,0.38,241
1000,78,0.36,245
1010,78,0.4,241
1011,78,0.4,241
30,79,0.36,239
53,79,0.4,241
54,79,0.36,238
55,79,0.38,239
56,79,0.4,242
57,79,0.34,243
80,79,0.33,240
95,79,0.37,241
96,79,0.35,241
98,79,0.4,241
123,79,0.4,240
124,79,0.39,242
125,79,0.35,242
126,79,0.39,240
127,79,0.4,241
132,79,0.4,241
133,79,0.34,239
134,79,0.35,244
135,79,0.4,241
156,79,0.35,245
181,79,0.38,242
183,79,0.4,243
184,79,0.39,241
185,79,0.4,248
187,79,0.39,244
188,79,0.4,240
189,79,0.37,241
190,79,0.33,242
192,79,0.4,242
193,79,0.35,242
219,79,0.4,242
220,79,0.38,240
221,79,0.33,241
222,79,0.38,241
273,79,0.4,242
274,79,0.37,241
275,79,0.4,240
276,79,0.37,240
277,79,0.36,241
278,79,0.37,241
296,79,0.4,241
297,79,0.4,241
298,79,0.4,241
299,79,0.4,241
300,79,0.37,241
301,79,0.34,241
302,79,0.4,240
303,79,0.4,241
306,79,0.36,245
310,79,0.4,241
311,79,0.35,244
312,79,0.33,240
314,79,0.35,238
315,79,0.4,240
323,79,0.35,243
326,79,0.4,240
327,79,0.4,242
328,79,0.34,241
330,79,0.4,242
331,79,0.4,241
332,79,0.4,242
333,79,0.4,240
334,79,0.4,239
335,79,0.34,241
339,79,0.4,240
340,79,0.35,241
341,79,0.4,239
659,79,0.35,239
661,79,0.39,239
663,79,0.33,242
671,79,0.34,239
672,79,0.35,244
673,79,0.38,240
674,79,0.4,240
675,79,0.4,241
676,79,0.35,242
677,79,0.4,240
678,79,0.4,239
680,79,0.38,240
681,79,0.34,240
682,79,0.33,240
683,79,0.4,240
684,79,0.4,242
685,79,0.4,243
686,79,0.4,241
690,79,0.35,240
691,79,0.4,241
692,79,0.4,241
694,79,0.39,244
695,79,0.4,240
701,79,0.4,241
702,79,0.4,241
705,79,0.4,243
717,79,0.4,239
718,79,0.4,241
719,79,0.4,242
721,79,0.4,243
736,79,0.4,240
737,79,0.35,241
738,79,0.4,244
1000,79,0.4,240
1014,79,0.4,241
1023,79,0.4,244
0,80,0.37,240
49,80,0.35,242
52,80,0.34,241
53,80,0.38,241
54,80,0.4,241
55,80,0.4,240
78,80,0.4,241
79,80,0.34,240
80,80,0.33,239
95,80,0.33,242
122,80,0.4,241
123,80,0.4,241
124,80,0.4,241
125,80,0.38,241
126,80,0.34,243
130,80,0.4,239
131,80,0.37,241
132,80,0.4,242
151,80,0.37,242
152,80,0.34,239
176,80,0.4,241
177,80,0.4,243
178,80,0.4,241
180,80,0.37,242
183,80,0.4,241
185,80,0.34,242
187,80,0.37,241
188,80,0.4,241
213,80,0.39,242
214,80,0.36,240
215,80,0.37,241
218,80,0.39,237
219,80,0.37,241
220,80,0.4,241
235,80,0.37,240
237,80,0.37,241
238,80,0.35,241
239,80,0.4,240
240,80,0.33,241
241,80,0.4,243
259,80,0.37,242
260,80,0.4,243
261,80,0.33,240
271,80,0.4,240
272,80,0.4,240
273,80,0.39,242
276,80,0.35,239
293,80,0.4,240
294,80,0.4,243
295,80,0.4,242
296,80,0.36,240
297,80,0.35,237
298,80,0.4,241
299,80,0.4,242
301,80,0.37,241
302,80,0.4,244
303,80,0.4,240
304,80,0.4,237
305,80,0.39,243
306,80,0.4,242
307,80,0.35,242
308,80,0.4,242
309,80,0.34,242
310,80,0.4,241
314,80,0.37,243
322,80,0.4,239
323,80,0.35,239
324,80,0.4,240
325,80,0.34,239
326,80,0.37,241
327,80,0.4,242
328,80,0.37,240
329,80,0.4,240
330,80,0.38,240
331,80,0.39,240
332,80,0.4,241
334,80,0.37,241
335,80,0.38,240
336,80,0.39,241
337,80,0.38,241
338,80,0.34,239
657,80,0.4,240
658,80,0.4,242
659,80,0.38,240
660,80,0.4,240
661,80,0.4,243
674,80,0.35,243
675,80,0.33,241
676,80,0.4,242
677,80,0.36,241
678,80,0.33,242
679,80,0.4,241
702,80,0.35,242
703,80,0.36,241
704,80,0.4,240
705,80,0.4,241
706,80,0.4,235
708,80,0.38,240
718,80,0.39,242
719,80,0.4,241
720,80,0.4,240
738,80,0.37,242
739,80,0.4,243
1000,80,0.35,240
1001,80,0.33,239
1014,80,0.34,241
1015,80,0.4,243
1016,80,0.38,241
0,81,0.35,240
1,81,0.4,238
43,81,0.36,239
47,81,0.39,242
48,81,0.38,242
49,81,0.37,242
51,81,0.37,241
52,81,0.4,240
53,81,0.4,246
74,81,0.38,243
75,81,0.4,242
79,81,0.4,237
120,81,0.4,239
121,81,0.39,242
122,81,0.36,241
129,81,0.4,238
130,81,0.35,240
131,81,0.36,240
132,81,0.39,242
175,81,0.39,239
177,81,0.36,242
178,81,0.38,242
179,81,0.35,238
180,81,0.4,240
181,81,0.4,242
183,81,0.35,241
212,81,0.4,238
213,81,0.36,240
216,81,0.4,241
217,81,0.36,242
232,81,0.4,244
233,81,0.33,240
234,81,0.4,241
236,81,0.4,240
237,81,0.4,237
254,81,0.4,240
255,81,0.34,241
256,81,0.39,242
257,81,0.4,240
258,81,0.4,241
259,81,0.37,241
267,81,0.37,239
268,81,0.34,242
269,81,0.34,244
270,81,0.4,242
271,81,0.4,242
279,81,0.4,243
280,81,0.4,239
283,81,0.34,242
284,81,0.4,242
285,81,0.4,241
286,81,0.38,241
287,81,0.4,241
288,81,0.4,243
289,81,0.35,240
290,81,0.33,242
291,81,0.4,241
292,81,0.33,239
293,81,0.4,242
294,81,0.39,240
295,81,0.4,240
297,81,0.38,240
300,81,0.39,240
301,81,0.4,242
303,81,0.38,241
307,81,0.35,238
308,81,0.34,240
309,81,0.33,240
312,81,0.34,238
315,81,0.4,241
316,81,0.35,241
317,81,0.4,241
318,81,0.4,237
319,81,0.4,243
320,81,0.4,241
321,81,0.33,238
322,81,0.34,239
323,81,0.37,241
324,81,0.33,242
325,81,0.35,240
329,81,0.38,242
330,81,0.4,245
331,81,0.4,238
334,81,0.4,249
655,81,0.34,242
656,81,0.36,239
659,81,0.4,241
660,81,0.36,243
664,81,0.36,243
666,81,0.4,241
667,81,0.38,243
668,81,0.4,241
669,81,0.4,239
670,81,0.4,243
673,81,0.4,241
674,81,0.35,241
675,81,0.34,238
677,81,0.34,240
706,81,0.39,240
720,81,0.36,242
721,81,0.38,240
722,81,0.33,238
739,81,0.4,240
1001,81,0.38,240
0,82,0.38,244
1,82,0.39,240
2,82,0.36,242
3,82,0.35,239
5,82,0.4,241
33,82,0.34,244
42,82,0.4,238
43,82,0.4,241
44,82,0.4,240
45,82,0.37,241
46,82,0.35,239
73,82,0.39,243
74,82,0.4,242
77,82,0.4,243
92,82,0.34,240
93,82,0.4,240
94,82,0.4,241
95,82,0.34,241
119,82,0.4,241
120,82,0.4,241
121,82,0.39,241
122,82,0.4,239
123,82,0.34,239
126,82,0.4,241
127,82,0.37,243
128,82,0.38,242
147,82,0.35,242
148,82,0.37,240
150,82,0.4,240
173,82,0.39,242
174,82,0.35,241
175,82,0.37,244
176,82,0.35,241
177,82,0.4,242
179,82,0.37,241
180,82,0.4,241
181,82,0.4,244
206,82,0.39,241
207,82,0.33,242
209,82,0.38,241
210,82,0.4,244
212,82,0.33,241
215,82,0.4,239
231,82,0.34,241
232,82,0.36,242
236,82,0.35,243
237,82,0.4,241
248,82,0.4,243
249,82,0.4,242
250,82,0.38,241
251,82,0.4,243
253,82,0.4,239
254,82,0.34,241
255,82,0.34,241
265,82,0.38,238
266,82,0.36,245
267,82,0.38,243
268,82,0.34,240
269,82,0.4,242
270,82,0.4,244
271,82,0.36,240
272,82,0.4,240
273,82,0.4,241
274,82,0.4,238
275,82,0.39,240
280,82,0.4,239
281,82,0.35,236
282,82,0.35,240
283,82,0.38,241
284,82,0.4,241
285,82,0.4,243
286,82,0.33,241
287,82,0.35,242
288,82,0.4,241
289,82,0.4,241
290,82,0.4,241
291,82,0.35,241
292,82,0.4,240
293,82,0.4,241
294,82,0.4,238
295,82,0.4,238
296,82,0.4,243
297,82,0.4,242
298,82,0.4,242
299,82,0.4,241
301,82,0.37,248
303,82,0.4,243
304,82,0.4,242
305,82,0.4,245
306,82,0.34,242
307,82,0.4,241
308,82,0.35,243
309,82,0.4,243
310,82,0.4,242
311,82,0.37,238
312,82,0.4,249
313,82,0.33,243
314,82,0.4,240
315,82,0.37,242
316,82,0.4,243
317,82,0.36,242
318,82,0.4,241
319,82,0.35,242
320,82,0.34,241
321,82,0.4,241
325,82,0.37,244
326,82,0.36,238
327,82,0.4,242
329,82,0.33,240
652,82,0.38,243
654,82,0.4,242
655,82,0.37,241
661,82,0.34,243
662,82,0.4,238
663,82,0.34,242
664,82,0.39,242
665,82,0.4,240
666,82,0.4,242
667,82,0.35,242
668,82,0.39,241
669,82,0.34,236
670,82,0.39,238
671,82,0.34,241
672,82,0.4,241
673,82,0.39,247
674,82,0.4,242
675,82,0.4,241
676,82,0.4,243
677,82,0.33,241
678,82,0.36,242
680,82,0.33,238
681,82,0.39,244
706,82,0.4,241
707,82,0.36,241
708,82,0.4,243
710,82,0.37,240
711,82,0.36,240
722,82,0.4,240
723,82,0.4,243
724,82,0.4,242
737,82,0.39,243
740,82,0.4,241
1000,82,0.35,242
1001,82,0.36,240
1015,82,0.34,240
1016,82,0.36,241
1017,82,0.4,242
1018,82,0.38,243
1019,82,0.4,243
1020,82,0.35,242
0,83,0.4,243
1,83,0.4,240
2,83,0.4,244
3,83,0.4,242
4,83,0.4,239
5,83,0.4,241
6,83,0.4,242
7,83,0.4,240
8,83,0.4,241
9,83,0.33,240
10,83,0.34,239
11,83,0.34,240
12,83,0.33,240
14,83,0.4,239
15,83,0.4,242
16,83,0.4,246
18,83,0.4,237
21,83,0.36,242
22,83,0.35,241
25,83,0.39,242
26,83,0.36,242
28,83,0.4,241
32,83,0.36,240
33,83,0.39,242
34,83,0.38,243
36,83,0.4,242
40,83,0.32,238
43,83,0.4,240
44,83,0.33,242
68,83,0.37,241
69,83,0.38,243
70,83,0.4,240
71,83,0.36,241
72,83,0.37,242
73,83,0.36,242
91,83,0.35,242
92,83,0.36,240
93,83,0.4,241
94,83,0.4,243
117,83,0.4,240
119,83,0.35,240
120,83,0.34,241
124,83,0.4,242
125,83,0.39,240
126,83,0.39,240
127,83,0.39,238
128,83,0.4,239
129,83,0.4,240
144,83,0.35,241
145,83,0.35,239
147,83,0.37,241
167,83,0.36,242
168,83,0.36,243
170,83,0.35,239
171,83,0.4,242
173,83,0.4,241
174,83,0.4,238
175,83,0.39,241
176,83,0.35,241
177,83,0.4,237
178,83,0.36,238
179,83,0.4,241
180,83,0.34,243
182,83,0.4,241
183,83,0.35,240
198,83,0.37,240
204,83,0.4,243
208,83,0.38,238
209,83,0.35,241
210,83,0.4,240
227,83,0.36,239
228,83,0.36,242
232,83,0.36,241
244,83,0.37,241
247,83,0.33,239
248,83,0.4,241
249,83,0.38,240
250,83,0.4,241
251,83,0.34,244
252,83,0.4,241
258,83,0.35,241
259,83,0.4,246
260,83,0.39,240
261,83,0.4,241
262,83,0.4,241
265,83,0.36,242
266,83,0.39,241
267,83,0.4,242
268,83,0.34,242
269,83,0.34,241
270,83,0.4,242
271,83,0.4,240
273,83,0.4,240
274,83,0.36,238
275,83,0.4,242
276,83,0.39,242
277,83,0.36,241
278,83,0.4,239
280,83,0.36,241
282,83,0.39,241
283,83,0.33,240
284,83,0.33,241
285,83,0.4,240
286,83,0.38,240
287,83,0.37,244
288,83,0.33,243
289,83,0.4,240
290,83,0.33,242
291,83,0.4,242
292,83,0.36,240
293,83,0.4,238
294,83,0.36,242
295,83,0.4,244
296,83,0.4,240
301,83,0.4,240
302,83,0.37,244
303,83,0.35,242
304,83,0.38,240
307,83,0.4,239
308,83,0.33,242
309,83,0.39,240
310,83,0.35,241
311,83,0.4,238
312,83,0.4,241
313,83,0.38,241
314,83,0.4,242
315,83,0.33,242
316,83,0.37,240
649,83,0.38,241
650,83,0.4,242
651,83,0.36,241
652,83,0.4,241
653,83,0.4,239
654,83,0.4,240
655,83,0.4,239
658,83,0.4,245
659,83,0.4,241
661,83,0.38,235
662,83,0.4,240
663,83,0.36,240
664,83,0.37,238
665,83,0.39,243
666,83,0.34,242
667,83,0.39,242
668,83,0.38,240
669,83,0.4,241
671,83,0.4,240
679,83,0.35,239
681,83,0.4,242
682,83,0.36,240
690,83,0.36,239
708,83,0.4,240
711,83,0.4,240
712,83,0.35,240
713,83,0.4,242
714,83,0.4,243
725,83,0.39,240
726,83,0.34,242
727,83,0.33,243
738,83,0.4,236
739,83,0.36,241
1000,83,0.33,243
1001,83,0.4,242
1002,83,0.37,243
1004,83,0.35,239
1006,83,0.4,242
1009,83,0.34,239
1012,83,0.4,239
1014,83,0.39,242
1015,83,0.4,243
1018,83,0.36,239
1020,83,0.4,240
1021,83,0.4,243
1023,83,0.4,242
0,84,0.34,243
2,84,0.35,238
3,84,0.35,239
5,84,0.35,241
6,84,0.39,240
7,84,0.35,240
8,84,0.34,243
9,84,0.4,241
10,84,0.36,240
11,84,0.4,238
12,84,0.4,240
13,84,0.4,240
14,84,0.4,240
15,84,0.38,242
16,84,0.34,240
17,84,0.35,239
18,84,0.4,239
19,84,0.4,242
20,84,0.35,241
21,84,0.4,241
22,84,0.4,242
24,84,0.4,239
25,84,0.35,241
26,84,0.4,240
27,84,0.4,238
28,84,0.4,242
29,84,0.33,243
31,84,0.39,244
40,84,0.39,239
41,84,0.4,243
69,84,0.4,238
70,84,0.4,241
71,84,0.4,238
72,84,0.4,243
73,84,0.35,243
91,84,0.36,241
112,84,0.38,243
113,84,0.4,242
115,84,0.35,242
116,84,0.4,240
117,84,0.37,243
118,84,0.38,238
119,84,0.33,243
121,84,0.39,235
122,84,0.4,239
123,84,0.4,241
124,84,0.38,242
125,84,0.34,242
126,84,0.36,240
138,84,0.35,242
139,84,0.36,239
140,84,0.4,240
141,84,0.33,239
142,84,0.36,237
143,84,0.34,241
144,84,0.4,247
145,84,0.4,241
146,84,0.37,242
147,84,0.4,241
148,84,0.4,238
149,84,0.33,240
150,84,0.37,240
151,84,0.38,241
152,84,0.33,241
154,84,0.4,239
155,84,0.37,242
156,84,0.4,242
157,84,0.4,241
162,84,0.4,242
163,84,0.4,241
164,84,0.34,240
165,84,0.33,244
166,84,0.4,241
167,84,0.39,240
168,84,0.37,241
169,84,0.4,239
170,84,0.4,240
171,84,0.4,242
172,84,0.38,241
173,84,0.4,240
174,84,0.4,240
175,84,0.33,241
176,84,0.4,241
178,84,0.35,242
179,84,0.34,243
181,84,0.36,242
184,84,0.4,238
186,84,0.4,243
188,84,0.35,242
189,84,0.4,240
191,84,0.37,243
195,84,0.4,239
196,84,0.4,240
201,84,0.4,242
203,84,0.4,244
204,84,0.4,242
205,84,0.34,238
206,84,0.4,235
209,84,0.4,240
221,84,0.4,243
222,84,0.35,242
226,84,0.33,244
227,84,0.4,243
228,84,0.37,242
230,84,0.38,241
240,84,0.37,238
241,84,0.38,245
242,84,0.35,239
243,84,0.4,244
244,84,0.34,242
246,84,0.36,242
247,84,0.4,241
251,84,0.35,240
253,84,0.37,240
254,84,0.37,242
255,84,0.4,240
256,84,0.38,240
257,84,0.4,242
258,84,0.38,241
259,84,0.33,242
260,84,0.38,243
262,84,0.4,241
263,84,0.4,240
265,84,0.4,241
268,84,0.4,241
269,84,0.34,240
270,84,0.4,240
271,84,0.4,241
275,84,0.34,243
276,84,0.38,241
277,84,0.4,241
280,84,0.35,242
281,84,0.39,241
283,84,0.4,239
285,84,0.39,242
286,84,0.34,242
287,84,0.4,246
288,84,0.34,240
290,84,0.4,241
292,84,0.37,238
300,84,0.38,239
301,84,0.33,240
302,84,0.4,240
303,84,0.4,241
304,84,0.4,242
308,84,0.35,238
309,84,0.4,241
645,84,0.4,242
648,84,0.34,243
649,84,0.34,241
651,84,0.4,241
652,84,0.33,240
654,84,0.33,241
655,84,0.33,242
656,84,0.38,242
657,84,0.4,242
658,84,0.4,241
659,84,0.39,242
661,84,0.37,241
662,84,0.4,241
663,84,0.34,242
664,84,0.33,239
665,84,0.37,236
666,84,0.4,239
677,84,0.36,239
680,84,0.33,240
681,84,0.4,241
682,84,0.4,240
683,84,0.37,242
684,84,0.35,240
685,84,0.4,241
686,84,0.38,241
687,84,0.4,242
688,84,0.4,244
689,84,0.37,244
690,84,0.35,240
691,84,0.4,240
713,84,0.4,243
723,84,0.4,240
726,84,0.4,240
727,84,0.33,241
741,84,0.34,240
742,84,0.4,242
973,84,0.4,240
975,84,0.39,242
979,84,0.34,242
987,84,0.38,243
988,84,0.37,240
989,84,0.4,245
990,84,0.39,236
991,84,0.4,238
994,84,0.36,242
995,84,0.39,242
996,84,0.4,242
997,84,0.38,240
1001,84,0.4,243
1002,84,0.39,240
1003,84,0.34,243
1004,84,0.39,242
1005,84,0.35,240
1006,84,0.34,239
1007,84,0.36,242
1008,84,0.37,242
1009,84,0.4,241
1010,84,0.39,242
1011,84,0.35,242
1012,84,0.4,241
1015,84,0.39,244
1016,84,0.34,241
1017,84,0.4,243
1018,84,0.38,240
1019,84,0.4,241
1020,84,0.35,239
1021,84,0.4,240
1022,84,0.4,239
0,85,0.33,242
1,85,0.4,241
8,85,0.4,241
9,85,0.36,242
10,85,0.4,239
11,85,0.34,240
12,85,0.33,242
13,85,0.37,242
14,85,0.39,241
15,85,0.4,241
17,85,0.4,241
18,85,0.4,241
19,85,0.4,241
20,85,0.37,240
21,85,0.4,240
23,85,0.35,242
24,85,0.4,244
58,85,0.38,244
60,85,0.36,242
63,85,0.4,244
64,85,0.39,237
65,85,0.33,241
66,85,0.4,241
67,85,0.4,241
68,85,0.4,240
87,85,0.4,243
88,85,0.4,241
89,85,0.4,242
90,85,0.37,242
91,85,0.39,243
107,85,0.37,243
108,85,0.39,243
109,85,0.4,242
110,85,0.4,241
111,85,0.4,241
112,85,0.4,241
113,85,0.38,240
114,85,0.4,242
115,85,0.35,242
116,85,0.4,242
117,85,0.33,242
